Family,Variety,File_Name,Avg_Entropy,Avg_Wordsize,Avg_Length,Avg_Num_Equals,Avg_Num_Dashes,Avg_Num_Slashes,Avg_Num_Pluses,Avg_Sum_RepChars,class
Airpush,variety1,de80b1b6eabb6fbc43586b79326ac4fe,0.3596,54.1804,17.1804,0.0557,0.0821,0.1048,0.0048,10.5879,0
Airpush,variety1,dea22bd9970994bd3ed1e60d6a7ac5e0,0.3901,60.9692,23.9692,0.0805,0.0401,0.0867,0.0271,16.7913,0
Airpush,variety1,dea43fe2cfacefd9a010f3cbcab1cb14,0.4019,59.9083,22.9083,0.0826,0.0931,0.0588,0.0162,15.4836,0
Airpush,variety1,deae13412a3d400548c311f3d03205f3,0.3975,60.429,23.429,0.049,0.0323,0.0567,0.0178,16.1489,0
Airpush,variety1,deb26fdc2cce389c4c0aafb4a298cc3a,0.4008,61.7231,24.7231,0.1516,0.0395,0.0936,0.0341,17.3119,0
Airpush,variety1,deb2cddc9182918c15ac39322f00652e,0.3984,60.1998,23.1998,0.0516,0.0325,0.0564,0.0193,15.9698,0
Airpush,variety1,deb2d9df3fad3a5193fbde8ce094e2dd,0.3335,53.4476,16.4476,0.0402,0.0395,0.1092,0.0036,10.3427,0
Airpush,variety1,deb7cc6902c811c8b900514a41541108,0.3718,57.7748,20.7748,0.0502,0.0535,0.1895,0.0011,13.903,0
Airpush,variety1,debe2515bc2cdc4bf22e056a11e32904,0.3869,58.1262,21.1262,0.0873,0.0225,0.0497,0.0033,14.0413,0
Airpush,variety1,dec3d594636776e092906e4b061fd7fc,0.3853,70.4215,33.4215,0.1109,0.056,0.1969,0.1059,26.1852,0
Airpush,variety1,dec6cd25098d1455747e8430602ebf0e,0.3957,59.8934,22.8934,0.0582,0.0291,0.0568,0.0209,15.7179,0
Airpush,variety1,decfe47a1b6665d83b0654833b6aae9b,0.3661,53.3179,16.3179,0.0828,0.0199,0.1424,0.0,9.394,0
Airpush,variety1,ded285a4ee592925b832d4fbdba1033c,0.3856,58.666,21.666,0.1134,0.0344,0.1354,0.0137,14.6364,0
Airpush,variety1,ded4e02672dac8f38c5be885995366f2,0.4002,61.1984,24.1984,0.0695,0.0353,0.0645,0.024,16.8975,0
Airpush,variety1,dedeb4060e33aebb9c7d338fc2ce6a16,0.3518,53.1671,16.1671,0.0512,0.0336,0.1159,0.0072,9.7754,0
Airpush,variety1,dedef5b13517be023035879cf86ed2a4,0.3844,57.1498,20.1498,0.1596,0.0358,0.1498,0.0,13.038,0
Airpush,variety1,dee61f6f6edee579a0f40ef036cbf609,0.3831,58.373,21.373,0.1281,0.0812,0.1227,0.021,14.2545,0
Airpush,variety1,dee62eb110f562bd3a74057e858419d3,0.3767,64.8417,27.8417,0.0611,0.0425,0.2267,0.1082,21.0331,0
Airpush,variety1,deed4fc134e3b158c754314e772eb2ec,0.4003,61.1519,24.1519,0.1257,0.0623,0.0691,0.0117,16.602,0
Airpush,variety1,def2445ae220067184779c868bb3ac7c,0.3952,68.7014,31.7014,0.0536,0.0495,0.1937,0.0727,24.193,0
Airpush,variety1,def3983cca5736d205cd8f3bedb34dad,0.3989,60.5297,23.5297,0.116,0.0376,0.0698,0.0221,16.1628,0
Airpush,variety1,def6ca0251ef53889c3aead1bba59e2e,0.3865,63.026,26.026,0.0755,0.0632,0.1376,0.0485,18.8198,0
Airpush,variety1,def838f8841ed39de17d459e14bc1d61,0.3946,59.781,22.781,0.0414,0.0279,0.0694,0.0212,15.6196,0
Airpush,variety1,defe457f09cec5734c18575f90bea478,0.3729,61.8041,24.8041,0.071,0.0407,0.2575,0.0606,18.0208,0
Airpush,variety1,df0143def8270893f1dad2b8f63a9253,0.3813,55.8718,18.8718,0.1066,0.0293,0.0843,0.0,11.9233,0
Airpush,variety1,df144cc1943092ceacb15d8e4f624675,0.3832,60.2874,23.2874,0.1494,0.0374,0.1063,0.001,16.2328,0
Airpush,variety1,df2215a86ce5b1d7732b05a7f5abbd36,0.4,59.8523,22.8523,0.0484,0.0435,0.0576,0.0161,15.5924,0
Airpush,variety1,df2f0297ae252f6d3d9bb2210ebc3d3e,0.3901,60.9692,23.9692,0.0805,0.0401,0.0867,0.0271,16.7913,0
Airpush,variety1,df3d02e6ffad529f3274190fa6443ac6,0.3984,60.2506,23.2506,0.0511,0.0326,0.0579,0.0191,16.0197,0
Airpush,variety1,df3e4c616e4cf8169f4592b8fabcc5f5,0.3869,69.2919,32.2919,0.1096,0.0563,0.1769,0.0721,25.1545,0
Airpush,variety1,df3f583f997a8a6d7ec8b89fb2d6553f,0.3845,56.381,19.381,0.1109,0.052,0.0878,0.0009,12.1787,0
Airpush,variety1,df42a54a9c7dcd36f72c0bfe94b1d159,0.3884,66.365,29.365,0.119,0.0609,0.1821,0.0723,22.1062,0
Airpush,variety1,df450b3aee361d810fa68628beead0e6,0.397,64.5853,27.5853,0.0455,0.0414,0.0537,0.0279,20.1505,0
Airpush,variety1,df49a4da00ecd26a9505d8615cdfd35e,0.3996,61.9146,24.9146,0.107,0.0373,0.0833,0.0451,17.5587,0
Airpush,variety1,df500048496b54a255e9218cd7fa0ac1,0.3417,55.9747,18.9747,0.0343,0.041,0.1096,0.003,12.6392,0
Airpush,variety1,df5612c0b02acd59b1e6f3e3f621c420,0.4008,62.0657,25.0657,0.0738,0.0401,0.0742,0.0293,17.7312,0
Airpush,variety1,df589ffe5d0208e1105a43164205760d,0.3682,57.3374,20.3374,0.0409,0.0586,0.1571,0.0088,13.5144,0
Airpush,variety1,df5df0ba5e8fb6f20cd7367cf7283adf,0.3908,58.882,21.882,0.117,0.0368,0.1209,0.001,14.6915,0
Airpush,variety1,df60e52cc638432b36a40cdfd63b775f,0.4094,68.5766,31.5766,0.1162,0.0622,0.1099,0.058,23.9903,0
Airpush,variety1,df62753d8b56bdbc882e57340053b117,0.3863,57.4006,20.4006,0.1613,0.0353,0.1154,0.0,13.2543,0
Airpush,variety1,df654bd8d1393834d3a3935c4df41160,0.3947,59.645,22.645,0.0496,0.0688,0.0699,0.0736,15.3685,0
Airpush,variety1,df6573d041b4fe8df72ebbd6f886d38b,0.3982,65.2893,28.2893,0.1095,0.0464,0.1273,0.0901,20.9768,0
Airpush,variety1,df6816f91e7162cc49389906de7d299e,0.3868,69.3093,32.3093,0.1098,0.0564,0.174,0.0722,25.1722,0
Airpush,variety1,df6d00e950d838f4b3915202d419df25,0.3538,51.3603,14.3603,0.1111,0.0168,0.0976,0.0,7.8114,0
Airpush,variety1,df7072c24faf60d9d7f802e0631ba5ef,0.3861,57.2911,20.2911,0.1334,0.0922,0.0696,0.0098,13.1236,0
Airpush,variety1,df71c881ef8f52d7b281dda4d65d9666,0.3997,59.8782,22.8782,0.1195,0.0366,0.0576,0.0173,15.5387,0
Airpush,variety1,df8df6888b2cdfdf58d035216bea4d33,0.3924,62.5218,25.5218,0.0898,0.0267,0.1204,0.0447,18.5728,0
Airpush,variety1,df92b36429b3faec5b3a7d0c31f1ae0b,0.3857,57.1644,20.1644,0.1558,0.0352,0.1046,0.0,13.0512,0
Airpush,variety1,df9b68e0a27bf2e426b99c669905bc6f,0.3887,70.9294,33.9294,0.1062,0.0565,0.2056,0.1073,26.6429,0
Airpush,variety1,dfa5774142d80bb6573ba175ad9307ff,0.3712,56.2177,19.2177,0.0829,0.1348,0.1517,0.0042,12.3202,0
Airpush,variety1,dfa6fdcdfcc1f562cdfa78b97863287b,0.39,60.0229,23.0229,0.1349,0.0368,0.0713,0.0231,15.7507,0
Airpush,variety1,dfa80284a38b6d61d492ac0a350777de,0.3848,67.3717,30.3717,0.1119,0.0631,0.1734,0.0647,23.2656,0
Airpush,variety1,dfaf55d8071c9eac4911ff2078214b69,0.3576,52.1478,15.1478,0.0696,0.0232,0.113,0.0,8.3623,0
Airpush,variety1,dfc25d46eca6dae3654e03abf4c52d1c,0.371,56.2524,19.2524,0.0878,0.1399,0.1701,0.0055,12.3882,0
Airpush,variety1,dfc69d33f603a75191f72a31e8e64e32,0.3538,51.3502,14.3502,0.1111,0.0168,0.0976,0.0,7.798,0
Airpush,variety1,dfcda7ed27b8ff7450c699ef34f20362,0.3799,55.717,18.717,0.0671,0.0812,0.0819,0.0022,11.6736,0
Airpush,variety1,dfd0aa9618c5df209f0a992a42f2726e,0.3758,57.9149,20.9149,0.0816,0.0582,0.0922,0.0078,14.0177,0
Airpush,variety1,dfd2aee37604134f29b81a1ea32abb26,0.3928,58.9028,21.9028,0.0725,0.0745,0.0785,0.0176,14.7224,0
Airpush,variety1,dfd4f60b08e8c9066c50ec85cc8eecbd,0.3998,60.646,23.646,0.1147,0.0406,0.0716,0.0218,16.2506,0
Airpush,variety1,dfd7f07bacf64d8406905a03a9ee51c6,0.4003,59.8,22.8,0.0804,0.0327,0.047,0.0156,15.4999,0
Airpush,variety1,dfe20f490ff9999d4df3817b644df798,0.3995,67.6611,30.6611,0.0542,0.0583,0.1067,0.0539,23.1104,0
Airpush,variety1,dfe22e6f15569f818d405c99466f56d4,0.3812,56.882,19.882,0.0593,0.0956,0.1265,0.0043,12.7982,0
Airpush,variety1,dfe5a9843e8daa1d8cc85d66bb7ad291,0.3986,63.9491,26.9491,0.1415,0.0619,0.0935,0.0382,19.4279,0
Airpush,variety1,dfed486f5b5f3c1b219278d4791f95d5,0.3536,51.3569,14.3569,0.1111,0.0168,0.0976,0.0,7.8047,0
Airpush,variety1,e0038945cd66310b8b59f1a843105ccc,0.3537,51.3502,14.3502,0.1111,0.0168,0.0976,0.0,7.798,0
Airpush,variety1,e004ff46e51ed2d6788be5996349d08b,0.3536,51.3434,14.3434,0.1111,0.0168,0.0976,0.0,7.7845,0
Airpush,variety1,e013a9aa2c73761c139c5e8d445f410b,0.3992,60.5359,23.5359,0.0593,0.0451,0.0694,0.0315,16.2198,0
Airpush,variety1,e0158fc7e23139d1c7a9799b04c7aee2,0.3971,60.6525,23.6525,0.1006,0.0535,0.085,0.0254,16.4035,0
Airpush,variety1,e017c3597ad3f2e3fe6a8400ed7f1b05,0.3318,51.3148,14.3148,0.0746,0.021,0.1139,0.0031,8.4175,0
Airpush,variety1,e0187c28d6552324e2c5d1e9975795de,0.3901,60.9692,23.9692,0.0805,0.0401,0.0867,0.0271,16.7913,0
Airpush,variety1,e019d238b5223c10fdb0eef6cb1db5d3,0.3982,59.3273,22.3273,0.1566,0.0555,0.2121,0.0,14.7067,0
Airpush,variety1,e01ee3ee8dc73bcd5bf539912ec3565d,0.3756,55.0823,18.0823,0.4956,0.0664,0.1788,0.0053,10.369,0
Airpush,variety1,e02099b7a804ed23e2dbf86d62802a0c,0.3707,57.6732,20.6732,0.0768,0.0327,0.1936,0.0172,13.9085,0
Airpush,variety1,e022f51576125dc21fbe1c564a51ce16,0.3868,69.1853,32.1853,0.1089,0.0572,0.1781,0.0716,25.0457,0
Airpush,variety1,e02896f3fda4c438c017f180af3ef693,0.3869,70.0863,33.0863,0.114,0.0599,0.1835,0.0747,25.9433,0
Airpush,variety1,e02c7439b18d52fcd3fc953abb1923e3,0.3758,57.9078,20.9078,0.0816,0.0582,0.0922,0.0078,14.0099,0
Airpush,variety1,e0349605a0b74296ef42594d915ebfa9,0.3591,51.3874,14.3874,0.0451,0.175,0.1428,0.0117,7.6033,0
Airpush,variety1,e038fce4fc877a5b0ff713de803d1d08,0.4005,61.3402,24.3402,0.0701,0.0356,0.065,0.0242,17.0207,0
Airpush,variety1,e041e1c4341ca152b31ee9929da08669,0.3843,57.4343,20.4343,0.0811,0.0697,0.1324,0.0085,13.4993,0
Airpush,variety1,e045134c2ea4d81ce59ca15f88bed0cd,0.3876,56.9923,19.9923,0.1895,0.0396,0.0962,0.0005,12.8608,0
Airpush,variety1,e04bb5d6a6643bc560e0bf3c93441cf9,0.3862,56.6384,19.6384,0.1018,0.0262,0.0939,0.0,12.5579,0
Airpush,variety1,e056bfa95fc13a77c15db6852da2a769,0.3985,62.2158,25.2158,0.0907,0.052,0.0567,0.0235,17.7593,0
Airpush,variety1,e05efd61f280366297269260353e9561,0.3679,56.3567,19.3567,0.0498,0.0561,0.1137,0.0016,12.4128,0
Airpush,variety1,e068d0786fdd8a6a2c8fa0951b4acc6e,0.3874,62.4628,25.4628,0.0749,0.091,0.1842,0.0346,18.4648,0
Airpush,variety1,e06a69e6997cd8f761882f5756ab9cfa,0.3851,70.3655,33.3655,0.0533,0.0506,0.1657,0.0943,26.1646,0
Airpush,variety1,e06aa2941005d7b8cffe03d1867d377f,0.3884,64.2937,27.2937,0.0594,0.098,0.2054,0.0577,20.0011,0
Airpush,variety1,e06c4afed1e981b59a6889e55a998966,0.3868,69.1636,32.1636,0.1088,0.0577,0.1762,0.0716,25.0283,0
Airpush,variety1,e06c6c1a33bb6ed078334f6caaea7da3,0.3873,59.1904,22.1904,0.0471,0.0492,0.0666,0.0234,15.1019,0
Airpush,variety1,e06cb4b2f4d7cdf2015c970a47c83d71,0.3703,57.0747,20.0747,0.083,0.0498,0.1587,0.0144,13.411,0
Airpush,variety1,e06ed52e87d4cffdfc05e1b84c1a48a5,0.4073,72.8365,35.8365,0.0804,0.0855,0.2085,0.034,28.3302,0
Airpush,variety1,e0756415dc13c9f52a084c1eb09e2aaa,0.3711,56.9329,19.9329,0.1295,0.0292,0.1454,0.0133,13.1328,0
Airpush,variety1,e07855adfe75f47e93cc5cf58dd9016a,0.3935,123.1654,86.1654,0.0702,0.0601,1.1368,1.0055,78.9879,0
Airpush,variety1,e07b8af93caca61e60dfa7c14b2e8bd6,0.3975,62.1281,25.1281,0.0449,0.0366,0.0836,0.0311,17.8766,0
Airpush,variety1,e07cac27584adf4652cd156ae5095822,0.3901,60.9692,23.9692,0.0805,0.0401,0.0867,0.0271,16.7913,0
Airpush,variety1,e07e0afe3ac596a3419441fe3a08e770,0.3856,56.3703,19.3703,0.0888,0.0355,0.0647,0.0,12.3285,0
Airpush,variety1,e080d252e5e8f586015f89e25dd6a882,0.3801,75.9751,38.9751,0.056,0.0677,0.2986,0.1439,31.8126,0
Airpush,variety1,e0866a77e4f3c179d42a99fc93a39892,0.3989,60.5443,23.5443,0.0815,0.0633,0.0766,0.0228,16.2733,0
Airpush,variety1,e08ad994ee62e95a168db686f0a1e621,0.3901,60.9692,23.9692,0.0805,0.0401,0.0867,0.0271,16.7913,0
Airpush,variety1,e0cfba9cea205fb8ba800f5baec4ceb7,0.3538,51.3535,14.3535,0.1111,0.0168,0.0976,0.0,7.798,0
Airpush,variety1,e0da0fa899f2d63880c6fce8fd12ac13,0.3642,52.5613,15.5613,0.0751,0.0184,0.1067,0.0013,8.7945,0
Airpush,variety1,e0e21c50b81a11bd2291bda3af673d29,0.4024,304.1953,267.1953,0.0465,0.4977,3.155,0.0,260.538,0
Airpush,variety1,e0f43cdd62b4e1aa82dbb215dbc5471d,0.3961,59.6197,22.6197,0.0579,0.0273,0.0559,0.0195,15.4161,0
Airpush,variety1,e0f63eeeb6e85665812cea8cc1afed58,0.3968,59.6237,22.6237,0.1006,0.0325,0.0655,0.0185,15.3833,0
Airpush,variety1,e0fe03bc3269de6a2d3f71523a40c0fa,0.3962,62.3887,25.3887,0.0408,0.0515,0.0707,0.0435,18.0149,0
Airpush,variety1,e115745843fc6389cab8530523d61384,0.344,52.3674,15.3674,0.0407,0.0436,0.1174,0.0085,9.1477,0
Airpush,variety1,e125624203140a82d41ab75171a47bdb,0.4102,65.8362,28.8362,0.0624,0.0473,0.0776,0.0314,21.1253,0
Airpush,variety1,e12643b13ba64ae7c51e211a7a23810f,0.3441,53.3189,16.3189,0.1023,0.0409,0.1817,0.0012,10.1047,0
Airpush,variety1,e131023b91189fde1df8cc5a68ef2d12,0.3532,54.2102,17.2102,0.0567,0.0402,0.1174,0.0082,10.7808,0
Airpush,variety1,e13bb527f5fd7e33640a8ffc17f8ce7a,0.3947,59.6446,22.6446,0.0496,0.0688,0.0699,0.0736,15.3689,0
Airpush,variety1,e1424ad0ccf0b7608bbb4661ee43e16b,0.3441,53.3189,16.3189,0.1023,0.0409,0.1817,0.0012,10.1011,0
Airpush,variety1,e146364afcbbaf468adc7887a3a0b26d,0.3402,51.1834,14.1834,0.0828,0.0266,0.1331,0.0,7.5828,0
Airpush,variety1,e14f61590e20f2a81d3ba2631bec082c,0.3743,56.5756,19.5756,0.0721,0.1201,0.1423,0.0062,12.6948,0
Airpush,variety1,e15283d33338b87f4dd132b2b5b28f57,0.3796,69.8644,32.8644,0.0676,0.0594,0.249,0.0936,25.819,0
Airpush,variety1,e1560d3087d4865cf5208be618e6b63a,0.2804,47.6508,10.6508,0.0198,0.0556,0.0913,0.0159,5.627,0
Airpush,variety1,e156fa0189aeb9c3c492f0c8c5f397ec,0.3706,54.4538,17.4538,0.0304,0.0475,0.0973,0.0061,10.5821,0
Airpush,variety1,e1624fc7a08d40fdcb71e2437e71cc3c,0.3748,55.0217,18.0217,0.1149,0.0404,0.1304,0.0,11.1025,0
Airpush,variety1,e167733fe817db09cd26ff522ec04fd6,0.3976,63.9316,26.9316,0.0449,0.0369,0.123,0.0311,19.682,0
Airpush,variety1,e16d28b40226ed7d2d2cca3a490db02c,0.3898,58.4263,21.4263,0.0524,0.0442,0.0569,0.0188,14.2726,0
Airpush,variety1,e1759e52972358a0cca91e6c27c902ab,0.3995,63.1241,26.1241,0.0664,0.0382,0.0989,0.0537,18.8032,0
Airpush,variety1,e177fb2007b8fddaeaf55723987f9bba,0.3785,55.9775,18.9775,0.1532,0.0277,0.1075,0.0058,12.0873,0
Airpush,variety1,e17e296d991956686a39842309df38c5,0.3893,58.3066,21.3066,0.1782,0.0893,0.1088,0.0091,14.1113,0
Airpush,variety1,e17f9de99d9832d456a73447407aad21,0.3649,58.7167,21.7167,0.0551,0.0374,0.1508,0.0139,15.0583,0
Airpush,variety1,e185550d8b581fe0fba960193ece44b3,0.3803,78.9471,41.9471,0.058,0.075,0.2575,0.1475,34.6692,0
Airpush,variety1,e19595146c737ac859e46783ce6bc126,0.3901,60.9692,23.9692,0.0805,0.0401,0.0867,0.0271,16.7913,0
Airpush,variety1,e19611f9996108bd1b05763e15eb6b05,0.39,59.1554,22.1554,0.1024,0.0387,0.1185,0.0119,15.0387,0
Airpush,variety1,e196ead52e9b6e836a8973183f8614b2,0.3719,57.7982,20.7982,0.0502,0.0535,0.1895,0.0011,13.9287,0
Airpush,variety1,e199f5c1d9cb5941fa7959423f8dfff1,0.3953,58.9454,21.9454,0.0958,0.031,0.0482,0.0021,14.6558,0
Airpush,variety1,e19cc1440a15d2b7e8622de2ab9a5c84,0.3932,71.0224,34.0224,0.0971,0.0668,0.2208,0.0997,26.6033,0
Airpush,variety1,e1a8d94d8979c907fbf4f3c2734a9521,0.367,54.6894,17.6894,0.1277,0.0285,0.1596,0.0043,11.0121,0
Airpush,variety1,e1abd99993bb9bee97cecb49bd27933f,0.3532,54.1887,17.1887,0.0564,0.04,0.1176,0.0082,10.7655,0
Airpush,variety1,e1ac27f3bc65f7596017bcee5cef2d36,0.3989,60.5443,23.5443,0.0815,0.0633,0.0766,0.0228,16.2733,0
Airpush,variety1,e1b696e3f7e6bbd89c471e0d743c925f,0.3538,51.3502,14.3502,0.1111,0.0168,0.0976,0.0,7.7845,0
Airpush,variety1,e1b8708872bd6c22aa727ea39edc0c7d,0.3534,51.33,14.33,0.1111,0.0168,0.0976,0.0,7.7811,0
Airpush,variety1,e1c6b73dbff12144c0b640ca1fb66398,0.3985,60.0739,23.0739,0.1005,0.0709,0.088,0.0226,15.6787,0
Airpush,variety1,e1cf311d560ba399e6d4055d0552d513,0.3539,51.3502,14.3502,0.1111,0.0168,0.0976,0.0,7.7912,0
Airpush,variety1,e1e05a13328c3dc18d4c2f75c198fe37,0.3901,60.9692,23.9692,0.0805,0.0401,0.0867,0.0271,16.7913,0
Airpush,variety1,e1e4e0c6db41baf54eca5157e5f49fa1,0.3901,60.9692,23.9692,0.0805,0.0401,0.0867,0.0271,16.7913,0
Airpush,variety1,e1e70b032bcf86e69bca9a717f6a081d,0.3598,52.3939,15.3939,0.0505,0.0732,0.12,0.0242,8.6745,0
Airpush,variety1,e1ee9588500a41e1ee0ae08aa322b19a,0.3908,66.5186,29.5186,0.0835,0.0706,0.1366,0.0544,22.3066,0
Airpush,variety1,e1ef8bb9db87da0025b75ad1a243e3ad,0.3794,57.3649,20.3649,0.1044,0.1264,0.2241,0.0038,13.3534,0
Airpush,variety1,e1f2a2651e8e4b56c6e21649df91df2e,0.3663,53.3013,16.3013,0.0828,0.0199,0.1424,0.0,9.3675,0
Airpush,variety1,e1f7d969e289c0a2a425206b513fb7a5,0.3855,57.2396,20.2396,0.1597,0.0371,0.1102,0.0,13.1012,0
Airpush,variety1,e1f9ada074095f82506ed2392f826e96,0.3921,59.9674,22.9674,0.0643,0.0557,0.158,0.0205,15.8465,0
Airpush,variety1,e1fca6d663637055b479a0cd047ddc95,0.3722,64.0783,27.0783,0.0367,0.0483,0.1404,0.0546,20.2007,0
Airpush,variety1,e1ff283bd4d458106e048b7910990afc,0.3703,57.7535,20.7535,0.078,0.0332,0.1967,0.0174,14.0066,0
Airpush,variety1,e200764fd96453067a3ef6a06ba0dca6,0.3441,53.3189,16.3189,0.1023,0.0409,0.1817,0.0012,10.1011,0
Airpush,variety1,e20d04717d2344cd57aa1da831efaa92,0.3621,116.326,79.326,0.0354,0.0505,0.952,0.77,72.7666,0
Airpush,variety1,e2208cc7c2355007a0b9a67b92faddd6,0.3661,53.298,16.298,0.0828,0.0199,0.1424,0.0,9.3642,0
Airpush,variety1,e2286ecb368545f7b3e3ead34c73bbdd,0.3774,59.0975,22.0975,0.0543,0.0368,0.1868,0.0184,15.2521,0
Airpush,variety1,e22a4a7788bf64dfadd446757db05123,0.3782,56.4704,19.4704,0.1191,0.0296,0.0873,0.0,12.4681,0
Airpush,variety1,e22d283453d8c9d39433ad0dd7cf9c6c,0.3852,70.3655,33.3655,0.0533,0.0506,0.1657,0.0943,26.1614,0
Airpush,variety1,e248181c67c87116ba2a48fb31597995,0.3831,58.6989,21.6989,0.096,0.035,0.1369,0.0331,14.8144,0
Airpush,variety1,e24cf908e346e6494d80b8a217830b40,0.366,53.3013,16.3013,0.0828,0.0199,0.1424,0.0,9.3841,0
Airpush,variety1,e251da970ed3cec54760dbe85d61e2eb,0.3978,58.7265,21.7265,0.067,0.1666,0.0804,0.0067,14.4164,0
Airpush,variety1,e25de9b53772512ea33b7627ed20dbd6,0.3861,69.9012,32.9012,0.1134,0.0593,0.1765,0.0739,25.761,0
Airpush,variety1,e265eb80f194957df85383c64eff46d3,0.3953,63.4522,26.4522,0.0418,0.0358,0.1068,0.064,19.2774,0
Airpush,variety1,e267488aa07229befbe90ff74ced942f,0.3976,66.127,29.127,0.0452,0.0438,0.089,0.0311,21.8745,0
Airpush,variety1,e268afd5d9108063936de226cef01530,0.3982,61.9709,24.9709,0.0538,0.0376,0.0777,0.0298,17.7335,0
Airpush,variety1,e27449c5a18d5202c78a49058482f350,0.3738,56.5309,19.5309,0.0714,0.1199,0.1411,0.0062,12.6675,0
Airpush,variety1,e2759c602f4255dd34b31fd33ff6aa2b,0.3885,64.7059,27.7059,0.1011,0.0586,0.1578,0.0683,20.5296,0
Airpush,variety1,e27c34f3641277aaf1566952488f04ba,0.3968,59.6237,22.6237,0.1006,0.0325,0.0655,0.0185,15.3829,0
Airpush,variety1,e27d598744e505e67f41cd7a6e2bd469,0.3856,58.6742,21.6742,0.1134,0.0344,0.1354,0.0137,14.6337,0
Airpush,variety1,e290f5c7498bf2a11f814184611adc99,0.4,60.7763,23.7763,0.1064,0.0392,0.0628,0.0212,16.4131,0
Airpush,variety1,e2982f021911f81f9620d065f0650c84,0.3896,71.4434,34.4434,0.1075,0.0569,0.2553,0.1064,27.1507,0
Airpush,variety1,e29885335a29c0361c5f06cab3ae852d,0.3537,51.3502,14.3502,0.1111,0.0168,0.0976,0.0,7.7879,0
Airpush,variety1,e29ab053403732d83b24f042aca87944,0.3694,56.1373,19.1373,0.0818,0.1415,0.1498,0.0042,12.2968,0
Airpush,variety1,e2b6b3b5ed0324aa96de08fe66e4f9ac,0.3609,55.4051,18.4051,0.0547,0.0479,0.1744,0.0,11.8017,0
Airpush,variety1,e2bcae5bb06a5ee3690e4728597b836b,0.3797,57.9059,20.9059,0.107,0.107,0.1804,0.0119,13.8687,0
Airpush,variety1,e2c421409c3810b6e44756a62494126a,0.4004,61.7235,24.7235,0.068,0.0387,0.071,0.0254,17.4004,0
Airpush,variety1,e2df6c528a78aab85422eec346c6ca6e,0.3982,60.1826,23.1826,0.0516,0.033,0.0583,0.0192,15.9565,0
Airpush,variety1,e2e8d67f0fce01a5f0d4caa07f4ead55,0.3811,56.6917,19.6917,0.1053,0.0271,0.1457,0.012,12.6517,0
Airpush,variety1,e2eb8cace971e87180304885b0e98234,0.3854,58.0,21.0,0.1011,0.0384,0.1142,0.0092,13.9608,0
Airpush,variety1,e2edbc4b4c64377195d2add188568a63,0.4013,61.2505,24.2505,0.069,0.0349,0.0635,0.0237,16.919,0
Airpush,variety1,e2f2887dd3cae39b93a3006c2935e6ee,0.3665,56.9402,19.9402,0.0395,0.0566,0.159,0.0085,13.1686,0
Airpush,variety1,e2f968bf6a017dd35e37942299f3346a,0.4031,61.2857,24.2857,0.0533,0.0487,0.1405,0.0183,16.9337,0
Airpush,variety1,e31132afd3e9d02142833d02fb984736,0.3433,50.51,13.51,0.008,0.0361,0.1124,0.008,7.1325,0
Airpush,variety1,e317de05b245f36ac5a47808f3a42228,0.3782,57.1263,20.1263,0.1086,0.0437,0.1334,0.0006,13.1405,0
Airpush,variety1,e31a82937b29d5978e8ea64a00fb6d04,0.3799,55.7162,18.7162,0.0671,0.0812,0.0819,0.0022,11.6733,0
Airpush,variety1,e31c8cb0ada145b6474d88f944dfb356,0.3852,57.0989,20.0989,0.1553,0.0351,0.1043,0.0,12.9947,0
Airpush,variety1,e31f7ccf09f15bc205ec218a139812d8,0.3828,69.892,32.892,0.052,0.055,0.2171,0.0957,25.6821,0
Airpush,variety1,e321ac7999d067b95f6d3a6cf1f33779,0.3799,56.6405,19.6405,0.0574,0.0424,0.1053,0.0,12.7081,0
Airpush,variety1,e332f13319f278db18006051bba6c8a7,0.3626,56.3651,19.3651,0.0595,0.0397,0.1944,0.0,12.6488,0
Airpush,variety1,e3349cdab4d3369520363f5c6edee267,0.3719,57.796,20.796,0.0502,0.0535,0.1895,0.0011,13.9231,0
Airpush,variety1,e348289e997375fb3f2f4f10b85f0f96,0.3796,56.1189,19.1189,0.0427,0.0328,0.1247,0.0,12.1854,0
Airpush,variety1,e34f0ea8f050e8991411a31166355b8d,0.3901,60.9692,23.9692,0.0805,0.0401,0.0867,0.0271,16.7913,0
Airpush,variety1,e3501c72a1efd3b6d96f55b5b11ebc1a,0.3979,62.1114,25.1114,0.0445,0.0357,0.0823,0.0301,17.8525,0
Airpush,variety1,e35c2b16851d9d4aed14798b1d607926,0.3901,60.9692,23.9692,0.0805,0.0401,0.0867,0.0271,16.7913,0
Airpush,variety1,e3607ca938797bde19f1af0edd342f73,0.3851,70.3655,33.3655,0.0533,0.0506,0.1657,0.0943,26.1646,0
Airpush,variety1,e36972a98e87830dc01e31598609f2ac,0.3974,62.1941,25.1941,0.0446,0.0375,0.0885,0.0307,17.9468,0
Airpush,variety1,e36a80e82be4f4d1c6715cee7289ea18,0.3977,62.0249,25.0249,0.0454,0.0397,0.0786,0.0309,17.8112,0
Airpush,variety1,e36e3242baa0bab9f5db8af3bb080378,0.3808,64.0385,27.0385,0.1154,0.0581,0.1426,0.0502,20.0243,0
Airpush,variety1,e372d431b3653c553531bc426951cdec,0.3865,56.9949,19.9949,0.1052,0.0421,0.1122,0.0006,12.8757,0
